SITENAME,Year,per_C,error_C,per_H,error_H,per_N,error_N,per_P,error_P,per_O,error_O,np_ratio
SRS4,2020,44.36666667,0.32,4.753333333,0.035438174,3.026666667,0.07,0.059387828,0.00063373,87.39276036,0.097933315,112.7
SRS5,2020,21.82666667,0.91,2.23,0.044169287,1.12,0.05,0.035147604,0.000828736,38.62560314,1.326426916,70.47
SRS6,2020,14.25,0.10,0.94,0.011706282,0.6,0.01,0.026298497,0.000235892,18.5916155,0.042264853,50.45
TS/Ph1,2020,15.02,0.20,0.656666667,0.003888889,0.716666667,0.01,0.007650376,0.000653922,9.304631764,0.156425409,207.15
TS/Ph10,2020,12.14,0.01,0.4,0.00096225,0.36,0.00,0.000458985,4.01E-06,5.211130047,0.034494223,1734.43
TS/Ph11,2020,12.03,0.09,0.296666667,0.007837076,0.316666667,0.02,0.000847683,6.08E-05,3.9558976,0.033118509,826.08
TS/Ph2,2020,16.41666667,0.32,0.846666667,0.011758895,0.823333333,0.03,0.01364978,0.000218538,11.44371016,0.169357078,133.38
TS/Ph3,2020,15.89666667,0.16,0.673333333,0.003888889,0.716666667,0.03,0.006003126,7.23E-05,8.671364553,0.130475183,263.99
TS/Ph4,2020,14.85,0.19,0.506666667,0.004339028,0.583333333,0.02,0.00559799,9.29E-05,6.618507296,0.057545828,230.43
TS/Ph5,2020,14.07,0.11,0.373333333,0.005638273,0.486666667,0.02,0.001142132,3.74E-05,5.953344201,0.075197023,942.25
TS/Ph6,2020,19.78666667,1.83,1.853333333,0.1153992,0.936666667,0.15,0.009327195,0.000703645,17.18363361,0.872069296,222.07
TS/Ph7,2020,34.58333333,1.44,4.673333333,0.045382462,1.643333333,0.04,0.025148903,0.000616653,69.62714586,0.728615578,144.5
TS/Ph8,2020,23.25,0.27,2.55,0.010844012,1.236666667,0.01,0.025335237,0.000269435,32.67668591,0.306827873,107.94
TS/Ph9,2020,10.83333333,0.14,0.403333333,0.019277057,0.293333333,0.01,0.000602682,4.01E-06,3.57631328,0.010852341,1076.28
SRS1d,2021,28.68333333,0.82,2.983333333,0.029412981,2.336666667,0.10,0.031077138,0.00026554,43.01718963,0.218353798,166.27
SRS2,2021,42.78,0.10,5.48,0.03355482,3.733333333,0.06,0.036359937,0.000107438,84.90905946,0.087266323,227.05
SRS3,2021,44.18333333,0.11,5.61,0.007637626,3.85,0.04,0.063260587,0.000533477,91.30135524,0.083428999,134.58
SRS4,2021,40.55,0.53,5.14,0.007637626,2.823333333,0.02,0.08883775,0.000247965,86.69923318,0.044383989,70.28
SRS5,2021,16.59,0.37,1.61,0.027504208,0.806666667,0.03,0.055654674,0.000899994,34.71245469,0.984005785,32.05
SRS6,2021,15.66333333,0.21,1.48,0.010183502,0.75,0.01,0.048209424,0.000459211,24.97366671,0.184937809,34.4
TS/Ph1,2021,14.46666667,0.24,0.64,0.002886751,0.726666667,0.03,0.008797616,0.000704638,9.458702592,0.097253103,182.65
TS/Ph10,2021,12.30666667,0.06,0.366666667,0.007286043,0.4,0.02,0.001830594,0.000200407,6.870171559,0.0384108,483.19
TS/Ph11,2021,12.50333333,0.05,0.626666667,0.005471588,0.57,0.01,0.029668378,0.000248666,10.11281318,0.10703259,42.48
TS/Ph2,2021,16.21,0.23,0.753333333,0.022737091,0.88,0.03,0.01802666,0.000388359,13.15695563,0.352110557,107.95
TS/Ph3,2021,15.80666667,0.17,0.49,0.006309898,0.763333333,0.03,0.007740823,8.23E-05,10.81251907,0.147125923,218.06
TS/Ph4,2021,15.54666667,0.28,0.49,0.016358258,0.743333333,0.05,0.006478051,0.000177634,10.6456081,0.297210651,253.74
TS/Ph5,2021,16.07,0.46,0.63,0.023353166,0.76,0.05,0.013428137,0.000158704,13.01428352,0.155208316,125.16
TS/Ph6,2021,41.73333333,0.72,5.446666667,0.012921893,2.733333333,0.06,0.059226487,0.001308367,85.15687677,0.211736822,102.05
TS/Ph7,2021,21.34,0.23,2.173333333,0.012558505,1.043333333,0.01,0.057359251,0.002749827,40.49133945,0.852960496,40.22
TS/Ph9,2021,10.86666667,0.18,0.196666667,0.003093202,0.306666667,0.01,0.000517476,1.25E-05,5.088119371,0.028047704,1310.47
SRS1d,2022,21.12333333,0.34,1.846666667,0.019253026,1.276666667,0.07,0.015937431,0.000201642,24.77189487,0.437109263,177.14
SRS2,2022,39.73333333,0.42,5.556666667,0.043122707,3.403333333,0.03,0.036706432,4.62E-05,82.96338253,0.025803577,205.03
SRS3,2022,42.70666667,0.12,5.273333333,0.086245415,3.706666667,0.03,0.065278244,0.000244006,88.74804907,0.028642909,125.56
SRS4,2022,40.09333333,0.49,5.35,0.017023948,2.62,0.03,0.088434294,0.001881982,86.11128526,0.130009235,65.51
SRS5,2022,16.54666667,0.24,1.906666667,0.021437535,0.836666667,0.02,0.046295008,0.000339427,27.19561641,0.354457964,39.96
SRS6,2022,15.30666667,0.39,1.543333333,0.02895292,0.696666667,0.03,0.046131244,0.000566265,23.72374394,0.35450354,33.4
TS/Ph1,2022,14.61,0.05,0.79,0.006735753,0.723333333,0.01,0.000426216,9.18E-06,9.999999268,0.034795816,3752.85
TS/Ph10,2022,12.13333333,0.03,0.536666667,0.002939724,0.396666667,0.00,0.002305109,0.000287454,6.9611708,0.028405195,380.53
TS/Ph11,2022,12.40333333,0.03,0.836666667,0.007718024,0.603333333,0.00,0.034254455,0.000657817,11.88459517,0.002572746,38.95
TS/Ph2,2022,15.26,0.03,0.76,0.007515416,0.773333333,0.00,0.013453585,0.000224491,10.00863854,0.067480391,127.11
TS/Ph3,2022,15.63666667,0.12,0.74,0.006735753,0.72,0.02,0.007620352,8.85E-05,9.550352413,0.112630238,208.93
TS/Ph4,2022,16.80333333,0.65,0.963333333,0.036187952,0.746666667,0.02,0.017632919,0.00046356,10.95705588,0.085831199,93.64
TS/Ph5,2022,14.58,0.18,0.526666667,0.009493337,0.61,0.01,0.005280472,4.72E-05,6.899502045,0.067981902,255.45
TS/Ph6,2022,22.99666667,3.80,2.183333333,0.212361792,1.38,0.38,0.006384514,0.00053225,NA,NA,477.97
TS/Ph7,2022,18.04333333,0.21,1.836666667,0.012993351,0.926666667,0.01,0.047026012,0.000431568,30.45487385,0.223626624,43.58
TS/Ph9,2022,10.89333333,0.05,0.29,0.002545875,0.31,0.01,0.000479791,5.31E-06,4.830410073,0.01283816,1428.77
SRS1d,2023,24.68333333,3.49,2.43,0.81,1.733333333,0.42,0.020276577,0.015879309,33.7,28.22085667,189.03
SRS2,2023,43.04,0.25,5.156666667,1.718888889,3.386666667,0.07,0.02684066,0.005677616,82.2,0.851608861,279.02
SRS3,2023,45.39666667,0.21,5.936666667,1.978888889,3.573333333,0.15,0.044845299,0.000348659,86.8,0.359129799,176.2
SRS4,2023,41.52,0.09,4.656666667,1.552222222,2.6,0.04,0.068021522,0.00398193,84.9,0.705598217,84.52
SRS5,2023,19.26333333,0.80,2.146666667,0.715555556,0.92,0.04,0.056,0.007839686,33.6,6.239136976,36.33
SRS6,2023,14.05666667,0.11,1.253333333,0.417777778,0.61,0.01,0.047699789,0.002472842,18.4,1.042409859,28.28
TS/Ph1,2023,14.96333333,0.13,0.783333333,0.261111111,0.756666667,0.02,0.006888589,0.004405343,9.5,2.112731798,242.9
TS/Ph10,2023,11.79,0.30,0.42,0.14,0.39,0.02,0.001787292,0.000662288,6,0.187940467,482.53
TS/Ph11,2023,12.79,0.09,0.856666667,0.285555556,0.65,0.02,0.011239812,0.009029169,12.8,1.211802328,127.88
TS/Ph2,2023,15.83666667,0.13,0.836666667,0.278888889,0.783333333,0.02,0.01269757,0.001419016,10.4,1.40803516,136.42
TS/Ph3,2023,16.33,0.28,0.83,0.276666667,0.8,0.04,0.007236503,0.004289146,12.7,7.394301891,244.46
TS/Ph4,2023,15.46333333,0.03,0.686666667,0.228888889,0.676666667,0.01,0.011081153,0.004639131,10.9,6.333961837,135.03
TS/Ph5,2023,14.98333333,0.25,0.526666667,0.175555556,0.603333333,0.01,0.00290948,0.000808764,7,1.257982836,458.56
TS/Ph6b,2023,17.33333333,1.41,0.97,0.323333333,0.586666667,0.05,0.004960997,0.002562328,9.6,1.363763,261.5
TS/Ph7b,2023,17.04333333,0.14,1.343333333,0.447777778,0.71,0.01,0.025263621,0.001677152,23.2,1.047752,62.15
TS/Ph9,2023,10.66,0.12,0.25,0.083333333,0.266666667,0.01,0.000676257,0.000154,3.8,0.469279312,871.99
